Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Vision,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
662b5cff5f374cacbb12fceb,5caa10e94f1d190011783cf5,RETURNED,Not Applicable,2024-04-26T07:51:42.864000Z,,,2024-05-06T11:14:00.592359Z,,,218,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
662b5d0ab34c79563ddba30b,60eaac9e9b27ce557bd8fc58,RETURNED,Not Applicable,2024-04-26T08:01:38.359000Z,,,2024-05-06T11:14:00.598003Z,,,398,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
662b5d0ea892369668d6ed56,65366ee5ac4d61b9d34f4d6b,RETURNED,Not Applicable,2024-04-26T07:51:48.825000Z,,,2024-05-06T11:14:00.603694Z,,,105,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
662b5d12ae206f5beb38da3a,61516dcd44bbe2388c6d6f3a,RETURNED,Not Applicable,2024-04-26T07:51:46.334000Z,,,2024-05-06T11:14:00.618336Z,,,430,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
662b5d135f7b6802ee35403a,6128b55755dd29503d0d3e7a,RETURNED,Not Applicable,2024-04-26T07:51:53.569000Z,,,2024-05-06T11:14:00.618507Z,,,330,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
662b5d17a1d93331c1ff3f83,59dca37ee75b450001a68996,RETURNED,Not Applicable,2024-04-26T08:01:51.396000Z,,,2024-05-06T11:14:00.630263Z,,,63,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
662b5d2ae394d3bb9d38f4da,616bcc918d4189db775d2cc4,RETURNED,Not Applicable,2024-04-26T07:52:10.325000Z,,,2024-05-06T11:14:00.634734Z,,,322,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
662b5d2bae206f5beb38da43,659ed1c6e3692f80a5dc87b4,RETURNED,Not Applicable,2024-04-26T07:52:18.464000Z,,,2024-05-06T11:14:00.638727Z,,,34,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
662b5d2c5ee7f4233338f4f6,5f0b29b60caf8d40f6680f00,RETURNED,Not Applicable,2024-04-26T07:52:12.887000Z,,,2024-05-06T11:14:00.643515Z,,,353,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
662b5d38f2bc1a2354817063,607176a53e0b57a4f8be7ac9,RETURNED,Not Applicable,2024-04-26T08:02:24.023000Z,,,2024-05-06T11:14:00.646496Z,,,506,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
