Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Vision,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
662b5d3d5ee7f4233338f4fe,634db0b0306bf84f2705fd75,RETURNED,Not Applicable,2024-04-26T07:52:29.404000Z,,,2024-05-06T11:14:00.651822Z,,,506,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
662b5d425ee7f4233338f504,611de3cf9bc4cd1252362d5c,RETURNED,Not Applicable,2024-04-26T08:02:34.291000Z,,,2024-05-06T11:14:00.659698Z,,,480,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
662b5d43f2bc1a235481706c,613a98f9098c4cfe776b69d1,APPROVED,Not Applicable,2024-04-26T07:52:35.063000Z,2024-04-26T08:22:42.731000Z,2024-04-29T20:54:42.746000Z,2024-04-26T08:22:43.332849Z,1808.0,CW8BWO89,97,Yes,21,Female,Mixed,Mexico,Mexico,Mexico,Spanish,Yes,Other
662b5d49641608d393db4003,6124ce846b7b3c7bab41bbb5,RETURNED,Not Applicable,2024-04-26T07:52:41.309000Z,,,2024-05-06T11:14:00.658625Z,,,351,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
662b5d4b70b9410fe79bd7a1,5ef756ff66bcd2067b3f938b,RETURNED,Not Applicable,2024-04-26T07:52:47.568000Z,,,2024-05-06T11:14:00.663347Z,,,257,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
662b5d51c85ceb4110eb1e7c,603e55e50ec4d3e1f1e976e1,RETURNED,Not Applicable,2024-04-26T07:53:33.586000Z,,,2024-05-06T11:14:00.667899Z,,,165,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
662b5d555f0caea5fb53ca8d,5eb04e79e03a4c0e066042c6,RETURNED,Not Applicable,2024-04-26T07:52:53.191000Z,,,2024-05-06T11:14:00.669754Z,,,706,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
662b5d5e337e3eee4dd711b2,61320a26c3013321c8d54600,APPROVED,Not Applicable,2024-04-26T07:53:02.352000Z,2024-04-26T08:14:18.722000Z,2024-04-29T20:54:42.923000Z,2024-04-26T08:16:36.407212Z,1277.0,CW8BWO89,432,Yes,42,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time
662b5d842cdf40cc8eb97b81,65b7e59b58fd4bc136bc21f6,RETURNED,Not Applicable,2024-04-26T07:53:40.223000Z,,,2024-05-06T11:14:00.673446Z,,,81,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
662b5d881034ea4f41fe5696,6586e5f59b65330608147376,APPROVED,Not Applicable,2024-04-26T07:53:44.919000Z,2024-04-26T08:11:14.778000Z,2024-04-29T20:54:43.117000Z,2024-04-26T08:11:15.294432Z,1050.0,CW8BWO89,55,Yes,48,Male,White,Sweden,Norway,Norway,Norwegian,No,Full-Time
662b5d899ac365443f5867df,5d2d98a9a0d896001a5d6e4f,RETURNED,Not Applicable,2024-04-26T07:57:27.954000Z,,,2024-05-06T11:14:00.672537Z,,,561,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
662b5d912cdf40cc8eb97b89,661bd5d0de97527d1b151eb3,RETURNED,Not Applicable,2024-04-26T07:53:53.709000Z,,,2024-05-06T11:14:00.673304Z,,,13,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
662b5d96d911db355aef3f68,5c90f5eae2d9fb0011385c58,RETURNED,Not Applicable,2024-04-26T07:53:58.087000Z,,,2024-05-06T11:14:00.679466Z,,,499,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
662b5d9e61f4348c6adb9cc4,5bc0e02bf9c6980001a259c6,RETURNED,Not Applicable,2024-04-26T07:54:11.921000Z,,,2024-05-06T11:14:00.685551Z,,,198,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
662b5d9f0d36a359ff7b620c,65537df4293aa5ddf394f67c,RETURNED,Not Applicable,2024-04-26T07:54:12.747000Z,,,2024-05-06T11:14:00.689421Z,,,29,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
662b5da761f4348c6adb9cc7,60cfa6210e878af05a089060,APPROVED,Not Applicable,2024-04-26T07:54:23.377000Z,2024-04-26T08:27:26.093000Z,2024-04-29T20:54:43.286000Z,2024-04-26T08:28:12.640076Z,1983.0,CW8BWO89,145,Yes,29,Female,Black,South Africa,South Africa,South Africa,English,No,Full-Time
662b5da8165e5ee230e3235c,5daec9633990ed0014564662,APPROVED,Not Applicable,2024-04-26T07:54:16.350000Z,2024-04-26T08:04:03.486000Z,2024-04-29T20:54:43.449000Z,2024-04-26T08:05:33.132582Z,588.0,CW8BWO89,783,Yes,30,Female,White,Spain,Spain,Spain,Spanish,Yes,Unemployed (and job seeking)
662b5daaa61aad3db278c0aa,65b773ee2cd0520f38875a30,RETURNED,Not Applicable,2024-04-26T07:54:18.491000Z,,,2024-05-06T11:14:00.689517Z,,,69,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
662b5dad45ba0dcf4970117b,60d1c40555cffd8ba5a3587e,APPROVED,Not Applicable,2024-04-26T07:55:23.982000Z,2024-04-26T08:11:38.300000Z,2024-04-29T20:54:43.657000Z,2024-04-26T08:11:38.764856Z,975.0,CW8BWO89,363,Yes,34,Female,Asian,South Africa,South Africa,South Africa,English,DATA_EXPIRED,DATA_EXPIRED
662b5db430734c45e8fe599b,612b3134d6e373bd9f73afbf,APPROVED,Not Applicable,2024-04-26T07:56:38.870000Z,2024-04-26T08:18:05.093000Z,2024-04-29T20:54:43.868000Z,2024-04-26T08:18:05.896549Z,1287.0,CW8BWO89,137,Yes,24,Female,Black,South Africa,South Africa,South Africa,English,Yes,Full-Time
662b5db6ac3ed19deff0ddc4,5bd1d56694403600013e2b0b,RETURNED,Not Applicable,2024-04-26T07:54:30.966000Z,,,2024-05-06T11:14:00.693911Z,,,563,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
662b5db6fce6a3e926423a42,611d29c77b77fb411079a3df,RETURNED,Not Applicable,2024-04-26T07:56:38.744000Z,,,2024-05-06T11:14:00.694013Z,,,208,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
